product_id,product_name,product_category,freshness_score,days_since_arrival,days_to_expiry,original_price,cost_price,current_stock,daily_sales,demand_level,season,discount_percentage,remaining_shelf_life_days
201191,Butter,Dairy,0.9,3,26,93.91,57.66,308,23,low,winter,16.1,26
201192,Paneer,Dairy,0.77,1,6,124.67,82.1,258,56,low,summer,13.2,6
201193,Milk,Dairy,0.62,3,3,55.82,38.3,135,30,low,summer,20.5,3
201194,Bread,Bakery,0.81,3,2,46.12,35.28,241,37,low,rainy,15.9,2
201195,Bread,Bakery,0.98,0,4,41.74,32.98,186,34,low,rainy,17.8,4
201196,Spinach,Vegetables,0.99,0,4,28.66,19.06,132,68,high,rainy,2.3,4
201197,Butter,Dairy,0.25,27,2,94.22,58.23,180,14,low,rainy,34.5,2
201198,Papaya,Fruits,0.66,4,1,81.11,60.24,210,42,low,rainy,24.0,1
201199,Bread,Bakery,0.99,0,4,41.62,25.89,111,47,medium,rainy,6.4,4
201200,Paneer,Dairy,0.41,6,1,125.74,89.84,108,26,medium,summer,22.7,1
201201,Butter,Dairy,0.47,16,15,99.18,63.59,245,13,low,summer,26.3,15
201202,Yogurt,Dairy,0.83,2,5,69.99,54.44,92,73,high,rainy,0.0,5
201203,Papaya,Fruits,0.7,4,1,80.9,52.78,288,35,low,winter,28.3,1
201204,Sausage,Meat,0.74,4,6,197.86,157.77,102,13,low,rainy,18.9,6
201205,Potato,Vegetables,0.95,0,20,31.52,23.3,112,55,medium,summer,1.9,20
201206,Tomato,Vegetables,0.71,5,2,33.85,22.73,315,22,low,summer,28.8,2
201207,Bread,Bakery,0.82,2,3,41.05,26.08,199,77,medium,rainy,6.9,3
201208,Cheese,Dairy,0.74,3,18,214.69,165.4,312,66,low,summer,10.0,18
201209,Papaya,Fruits,0.99,0,5,76.53,48.33,229,22,low,winter,18.1,5
201210,Banana,Fruits,0.78,2,4,59.54,47.67,166,59,medium,rainy,8.9,4
201211,Cake,Bakery,0.72,4,1,259.18,181.24,222,31,low,rainy,28.0,1
201212,Paneer,Dairy,0.65,4,4,125.75,88.88,77,65,high,rainy,7.1,4
201213,Fish Fillet,Meat,0.97,0,4,349.75,250.61,138,22,low,rainy,20.5,4
201214,Papaya,Fruits,0.9,0,4,74.22,57.61,121,73,high,summer,2.7,4
201215,Fish Fillet,Meat,0.77,2,1,344.24,217.51,51,26,high,winter,7.5,1
201216,Bread,Bakery,0.81,3,2,40.01,26.83,130,78,high,rainy,8.0,2
201217,Yogurt,Dairy,0.44,7,2,63.69,45.34,60,17,medium,rainy,18.6,2
201218,Carrot,Vegetables,0.88,6,7,43.43,29.93,278,18,low,winter,14.8,7
201219,Orange,Fruits,0.54,9,1,86.67,66.07,161,57,medium,summer,15.8,1
201220,Butter,Dairy,0.92,2,29,92.22,75.44,191,57,medium,winter,0.5,29
201221,Grapes,Fruits,0.85,2,4,122.77,85.56,278,23,low,winter,18.7,4
201222,Yogurt,Dairy,0.79,2,5,68.82,53.98,218,37,low,summer,13.1,5
201223,Butter,Dairy,0.32,25,6,90.2,55.83,185,53,medium,summer,11.0,6
201224,Yogurt,Dairy,0.41,7,1,71.9,56.88,135,46,medium,summer,18.5,1
201225,Paneer,Dairy,0.63,4,2,116.78,89.54,147,24,low,winter,19.7,2
201226,Grapes,Fruits,0.49,6,1,137.37,85.13,317,10,low,summer,33.1,1
201227,Carrot,Vegetables,0.81,6,7,37.56,26.79,195,72,medium,summer,5.3,7
201228,Sausage,Meat,0.84,2,9,172.96,128.95,143,18,low,summer,18.0,9
201229,Croissant,Bakery,0.77,2,1,60.22,44.07,160,85,high,summer,7.4,1
201230,Muffin,Bakery,0.94,1,2,34.34,21.46,231,65,medium,winter,11.5,2
201231,Papaya,Fruits,0.9,1,4,79.15,48.77,201,70,medium,rainy,6.5,4
201232,Grapes,Fruits,0.93,0,7,142.99,88.93,98,55,high,rainy,0.0,7
201233,Papaya,Fruits,0.8,3,2,82.98,63.3,260,63,medium,winter,12.3,2
201234,Cucumber,Vegetables,0.83,2,5,38.15,24.53,137,67,medium,rainy,1.7,5
201235,Muffin,Bakery,0.96,0,3,34.33,25.98,145,48,medium,rainy,5.3,3
201236,Tomato,Vegetables,0.64,5,2,36.56,22.21,176,34,low,summer,25.5,2
201237,Chicken Breast,Meat,0.92,1,4,254.78,179.35,51,46,high,rainy,0.0,4
201238,Papaya,Fruits,0.79,2,4,79.5,58.75,292,53,low,summer,19.1,4
201239,Orange,Fruits,0.82,3,6,97.13,74.68,275,41,low,winter,12.2,6
201240,Muffin,Bakery,0.76,2,3,35.77,26.09,105,65,high,rainy,4.6,3
201241,Grapes,Fruits,0.62,6,1,140.46,96.39,131,71,high,rainy,13.2,1
201242,Butter,Dairy,0.7,8,22,103.66,81.15,146,74,high,summer,0.0,22
201243,Yogurt,Dairy,0.95,1,8,74.79,58.86,306,51,low,winter,15.0,8
201244,Mutton,Meat,0.95,2,4,745.3,487.11,141,39,medium,winter,5.3,4
201245,Butter,Dairy,0.5,20,11,98.4,67.56,197,34,low,rainy,17.4,11
201246,Yogurt,Dairy,0.54,6,2,71.85,49.9,106,14,low,rainy,27.4,2
201247,Minced Meat,Meat,0.65,3,2,277.96,180.51,172,14,low,rainy,33.4,2
201248,Papaya,Fruits,0.89,1,5,86.39,58.81,308,64,low,winter,6.4,5
201249,Cheese,Dairy,0.3,14,6,213.24,129.16,93,31,medium,rainy,9.4,6
201250,Fish Fillet,Meat,0.76,2,3,373.08,297.98,167,42,medium,rainy,8.5,3
201251,Fish Fillet,Meat,0.75,3,2,358.65,233.74,155,41,medium,winter,12.7,2
201252,Carrot,Vegetables,0.64,11,4,38.53,26.05,195,78,medium,rainy,9.7,4
201253,Milk,Dairy,0.7,3,2,57.79,45.06,263,38,low,summer,18.7,2
201254,Cheese,Dairy,0.49,10,10,207.26,138.37,263,37,low,summer,23.6,10
201255,Papaya,Fruits,0.62,4,2,79.47,50.41,113,46,medium,summer,17.1,2
201256,Cake,Bakery,0.8,4,1,279.14,206.31,180,50,medium,winter,14.9,1
201257,Carrot,Vegetables,0.79,5,8,41.15,31.03,179,13,low,summer,19.3,8
201258,Orange,Fruits,0.86,2,8,92.31,62.08,66,74,high,rainy,0.0,8
201259,Butter,Dairy,0.57,15,16,104.45,80.75,179,46,medium,winter,4.8,16
201260,Cake,Bakery,0.72,4,1,240.48,156.47,204,47,medium,rainy,16.3,1
201261,Potato,Vegetables,0.64,13,6,34.59,22.7,179,77,medium,rainy,7.4,6
201262,Fish Fillet,Meat,0.92,0,4,368.59,247.59,51,38,high,summer,8.3,4
201263,Cake,Bakery,0.8,3,2,263.55,215.43,142,36,medium,rainy,17.1,2
201264,Cake,Bakery,0.84,3,3,254.34,166.73,238,20,low,rainy,24.0,3
201265,Tomato,Vegetables,0.67,5,3,36.03,25.59,200,43,low,summer,17.6,3
201266,Grapes,Fruits,0.99,0,6,127.93,84.94,206,83,medium,winter,0.2,6
201267,Paneer,Dairy,0.61,4,2,120.58,72.4,196,47,medium,summer,20.9,2
201268,Grapes,Fruits,0.57,6,2,126.19,87.97,298,12,low,winter,30.1,2
201269,Cheese,Dairy,0.57,9,10,198.71,119.41,293,66,medium,rainy,5.4,10
201270,Milk,Dairy,0.73,4,2,59.85,41.48,196,22,low,winter,28.6,2
201271,Chicken Breast,Meat,0.87,1,4,245.38,193.08,45,10,low,winter,11.0,4
201272,Cake,Bakery,0.95,1,5,276.17,192.36,115,94,high,summer,0.6,5
201273,Orange,Fruits,0.72,3,7,96.11,69.63,297,54,low,summer,14.2,7
201274,Cheese,Dairy,0.14,18,2,227.98,139.12,275,17,low,winter,34.7,2
201275,Bun,Bakery,0.88,2,1,29.92,18.52,96,32,medium,summer,11.8,1
201276,Tomato,Vegetables,0.98,1,8,32.91,22.36,232,84,medium,winter,0.0,8
201277,Bun,Bakery,0.89,1,2,29.74,18.74,219,37,low,rainy,23.1,2
201278,Orange,Fruits,0.76,5,6,91.68,73.7,237,23,low,rainy,18.3,6
201279,Croissant,Bakery,0.91,0,3,59.16,36.72,137,24,low,rainy,13.4,3
201280,Chicken Breast,Meat,0.86,1,5,241.69,155.2,40,47,high,rainy,0.0,5
201281,Apple,Fruits,0.87,3,10,152.03,119.97,260,24,low,rainy,19.1,10
201282,Tomato,Vegetables,0.82,1,7,35.08,23.53,304,75,medium,summer,2.8,7
201283,Spinach,Vegetables,0.66,3,1,26.36,17.32,220,33,low,summer,27.0,1
201284,Yogurt,Dairy,0.67,5,3,63.98,41.21,198,46,medium,winter,14.2,3
201285,Apple,Fruits,0.63,7,4,136.0,105.26,91,27,medium,rainy,13.6,4
201286,Papaya,Fruits,0.67,3,2,85.65,57.38,139,61,medium,summer,16.5,2
201287,Potato,Vegetables,0.79,8,12,29.84,23.09,68,55,high,winter,0.0,12
201288,Cucumber,Vegetables,0.8,0,7,37.63,30.45,237,34,low,summer,14.4,7
201289,Cake,Bakery,0.97,0,5,247.87,159.96,139,21,low,rainy,11.7,5
201290,Bun,Bakery,0.87,2,1,30.67,22.53,173,61,medium,rainy,11.1,1
201291,Chicken Breast,Meat,0.56,4,2,283.04,200.71,60,18,medium,summer,22.3,2
201292,Apple,Fruits,0.96,1,11,130.59,87.93,177,12,low,winter,17.8,11
201293,Papaya,Fruits,0.84,2,4,82.1,63.28,66,29,medium,winter,7.1,4
201294,Bun,Bakery,0.97,0,3,30.57,20.01,136,38,medium,rainy,5.5,3
201295,Orange,Fruits,0.79,2,9,91.57,70.94,312,70,medium,rainy,3.3,9
201296,Bun,Bakery,0.95,0,2,26.45,19.14,174,69,medium,rainy,11.7,2
201297,Papaya,Fruits,0.6,4,1,80.76,61.22,298,79,medium,summer,14.4,1
201298,Fish Fillet,Meat,0.99,0,4,333.93,227.87,122,27,low,rainy,15.6,4
201299,Muffin,Bakery,0.85,2,3,37.24,26.19,255,23,low,rainy,23.4,3
201300,Carrot,Vegetables,0.68,9,4,37.96,28.05,275,62,medium,rainy,12.2,4
201301,Chicken Breast,Meat,0.72,4,1,257.52,163.53,90,9,low,winter,29.0,1
201302,Banana,Fruits,0.9,0,5,59.6,39.62,90,39,medium,rainy,0.5,5
201303,Fish Fillet,Meat,0.73,3,1,318.53,210.44,107,30,medium,rainy,14.0,1
201304,Muffin,Bakery,0.88,2,1,37.96,25.65,106,34,medium,winter,10.3,1
201305,Spinach,Vegetables,0.86,0,3,30.66,20.76,209,35,low,summer,14.5,3
201306,Fish Fillet,Meat,0.81,1,4,316.68,210.82,91,41,medium,winter,8.9,4
201307,Papaya,Fruits,0.7,4,2,83.97,65.37,180,39,low,rainy,21.6,2
201308,Carrot,Vegetables,0.77,8,7,37.69,23.76,124,33,medium,rainy,3.5,7
201309,Papaya,Fruits,0.73,3,3,82.58,56.39,262,15,low,winter,23.5,3
201310,Cucumber,Vegetables,0.86,2,5,33.54,22.09,131,17,low,winter,13.3,5
201311,Cheese,Dairy,0.73,3,16,229.35,170.94,287,70,medium,summer,7.2,16
201312,Chicken Breast,Meat,0.99,0,5,285.19,214.55,106,41,medium,rainy,0.0,5
201313,Cake,Bakery,0.72,4,1,276.28,170.92,242,64,medium,summer,17.0,1
201314,Cheese,Dairy,0.81,4,16,202.85,141.15,194,34,low,winter,11.2,16
201315,Tomato,Vegetables,0.7,4,4,32.21,23.69,230,53,medium,summer,11.9,4
201316,Bun,Bakery,0.86,1,3,28.29,22.89,163,27,low,winter,16.0,3
201317,Orange,Fruits,0.79,5,5,83.4,54.82,259,26,low,winter,18.4,5
201318,Tomato,Vegetables,0.96,0,8,37.73,30.12,124,78,high,rainy,0.0,8
201319,Cucumber,Vegetables,0.74,6,1,35.41,23.82,149,67,medium,winter,11.7,1
201320,Banana,Fruits,0.69,4,3,54.37,34.07,254,37,low,rainy,24.0,3
201321,Banana,Fruits,0.64,4,1,56.7,35.46,164,47,medium,rainy,12.0,1
201322,Paneer,Dairy,0.59,5,2,129.71,79.47,180,60,medium,summer,20.6,2
201323,Apple,Fruits,0.75,4,9,134.31,106.33,161,40,medium,summer,6.2,9
201324,Mutton,Meat,0.63,6,1,749.65,539.84,75,25,medium,rainy,16.2,1
201325,Mutton,Meat,0.72,5,1,724.33,564.42,171,17,low,winter,19.4,1
201326,Cake,Bakery,0.89,2,3,243.15,185.53,101,74,high,rainy,2.0,3
201327,Banana,Fruits,0.85,1,6,58.97,36.9,108,70,high,winter,0.0,6
201328,Cake,Bakery,0.81,4,1,278.98,187.16,155,66,medium,summer,13.6,1
201329,Cake,Bakery,0.83,1,4,281.91,209.73,178,69,medium,summer,10.5,4
201330,Potato,Vegetables,0.83,6,13,34.73,23.75,173,67,medium,rainy,2.1,13
201331,Milk,Dairy,0.88,1,5,61.11,45.35,314,29,low,rainy,15.3,5
201332,Butter,Dairy,0.89,4,26,100.88,75.52,96,15,low,winter,11.8,26
201333,Carrot,Vegetables,0.78,8,6,43.57,28.54,117,32,medium,winter,4.7,6
201334,Yogurt,Dairy,0.81,2,6,62.74,49.94,150,27,low,rainy,11.2,6
201335,Cake,Bakery,0.94,0,5,278.07,175.86,201,91,medium,summer,2.8,5
201336,Butter,Dairy,0.65,13,18,94.81,59.22,91,19,low,winter,11.9,18
201337,Papaya,Fruits,0.74,3,2,78.38,54.57,167,40,medium,winter,12.5,2
201338,Tomato,Vegetables,0.86,1,8,34.23,27.48,273,57,low,winter,6.9,8
201339,Cheese,Dairy,0.86,1,18,215.28,159.19,210,74,medium,rainy,1.3,18
201340,Cake,Bakery,0.78,4,1,277.36,212.34,135,21,low,summer,23.0,1
201341,Sausage,Meat,0.78,4,6,197.77,126.63,179,9,low,rainy,22.4,6
201342,Milk,Dairy,0.99,0,6,58.53,47.28,143,55,medium,rainy,1.2,6
201343,Fish Fillet,Meat,0.9,1,3,343.86,276.4,157,19,low,winter,20.9,3
201344,Mutton,Meat,0.7,4,3,776.05,470.94,165,35,low,summer,21.7,3
201345,Butter,Dairy,0.36,21,8,99.77,72.22,242,21,low,summer,25.4,8
201346,Orange,Fruits,0.77,3,7,82.96,55.81,177,29,low,summer,17.4,7
201347,Chicken Breast,Meat,0.89,1,5,266.9,210.42,140,30,low,winter,9.7,5
201348,Chicken Breast,Meat,0.73,4,2,242.7,147.92,55,21,medium,winter,12.8,2
201349,Cucumber,Vegetables,0.93,2,4,34.15,24.09,123,20,low,winter,14.6,4
201350,Potato,Vegetables,0.69,11,8,29.73,18.08,208,52,medium,winter,5.5,8
201351,Butter,Dairy,0.38,25,4,99.2,66.26,279,7,low,winter,31.7,4
201352,Yogurt,Dairy,0.57,6,1,65.05,49.95,227,49,low,winter,21.3,1
201353,Banana,Fruits,0.92,0,6,58.12,39.81,119,23,low,summer,8.3,6
201354,Spinach,Vegetables,0.63,3,1,30.03,20.13,212,63,medium,summer,15.5,1
201355,Papaya,Fruits,0.89,2,2,87.53,57.86,195,66,medium,winter,11.7,2
201356,Mutton,Meat,0.91,1,5,693.09,511.59,160,18,low,rainy,18.1,5
201357,Potato,Vegetables,0.65,15,6,35.17,27.83,173,35,low,winter,13.6,6
201358,Spinach,Vegetables,0.77,2,1,26.77,18.83,127,29,medium,summer,13.1,1
201359,Papaya,Fruits,0.86,1,4,83.49,51.17,166,44,medium,summer,7.2,4
201360,Milk,Dairy,0.9,0,6,56.92,45.58,214,36,low,summer,11.8,6
201361,Papaya,Fruits,0.84,1,5,79.52,51.81,310,78,medium,summer,0.9,5
201362,Cake,Bakery,0.99,0,5,283.58,171.01,172,40,medium,winter,4.5,5
201363,Bread,Bakery,0.94,1,3,43.29,27.54,113,55,medium,winter,5.0,3
201364,Apple,Fruits,0.54,10,3,138.72,106.85,271,64,medium,rainy,11.3,3
201365,Minced Meat,Meat,0.75,2,2,299.07,232.82,94,22,medium,summer,13.9,2
201366,Orange,Fruits,0.66,6,3,94.84,59.75,196,77,medium,rainy,6.9,3
201367,Carrot,Vegetables,0.72,7,7,43.02,33.15,216,73,medium,summer,2.6,7
201368,Potato,Vegetables,0.94,1,18,34.81,23.2,239,46,low,rainy,11.2,18
201369,Banana,Fruits,0.78,2,5,58.92,38.65,80,52,high,rainy,0.9,5
201370,Butter,Dairy,0.89,2,29,100.11,73.4,258,33,low,rainy,16.3,29
201371,Papaya,Fruits,0.65,4,1,77.07,48.26,110,12,low,winter,28.9,1
201372,Orange,Fruits,0.6,7,4,94.49,60.28,127,74,high,winter,6.3,4
201373,Fish Fillet,Meat,0.89,0,4,350.16,218.64,143,19,low,summer,24.1,4
201374,Bread,Bakery,0.9,0,3,38.86,29.22,88,68,high,summer,2.6,3
201375,Spinach,Vegetables,0.91,1,3,29.49,22.88,262,13,low,rainy,18.6,3
201376,Minced Meat,Meat,0.84,2,1,297.54,233.2,61,25,medium,rainy,12.2,1
201377,Spinach,Vegetables,0.73,3,1,28.1,17.97,291,53,low,summer,19.6,1
201378,Bun,Bakery,0.92,1,1,26.23,17.81,253,36,low,rainy,24.6,1
201379,Fish Fillet,Meat,0.73,3,1,336.93,253.97,175,29,low,rainy,28.4,1
201380,Tomato,Vegetables,0.88,3,4,32.77,22.2,277,53,low,winter,13.5,4
201381,Yogurt,Dairy,0.91,1,6,72.22,55.67,172,27,low,rainy,12.4,6
201382,Banana,Fruits,0.63,4,3,52.24,35.21,208,25,low,rainy,23.8,3
201383,Cheese,Dairy,0.52,10,9,198.07,151.64,149,16,low,winter,21.8,9
201384,Papaya,Fruits,0.94,1,5,85.4,61.62,132,61,medium,rainy,4.7,5
201385,Apple,Fruits,0.82,4,7,137.46,111.82,218,72,medium,winter,1.1,7
201386,Cheese,Dairy,0.24,15,5,208.48,135.66,220,29,low,summer,32.8,5
201387,Minced Meat,Meat,0.79,2,1,292.58,189.66,99,40,medium,winter,10.7,1
201388,Butter,Dairy,0.38,22,8,98.34,76.95,231,16,low,winter,20.2,8
201389,Chicken Breast,Meat,0.66,4,1,267.38,193.66,129,10,low,winter,24.4,1
201390,Banana,Fruits,0.8,3,4,50.78,37.46,141,31,low,winter,12.2,4
201391,Bun,Bakery,0.96,0,2,29.66,22.2,253,80,medium,winter,9.1,2
201392,Orange,Fruits,0.92,0,10,97.63,68.52,309,51,low,rainy,11.3,10
201393,Mutton,Meat,0.85,2,4,762.71,555.11,105,42,medium,winter,8.8,4
201394,Bun,Bakery,0.88,1,1,28.38,18.38,115,96,high,summer,8.6,1
201395,Cheese,Dairy,0.65,6,14,204.8,142.34,240,13,low,summer,23.2,14
201396,Chicken Breast,Meat,0.69,4,2,273.52,220.3,149,13,low,rainy,14.7,2
201397,Cake,Bakery,0.79,4,1,274.74,208.77,188,50,medium,winter,12.3,1
201398,Cucumber,Vegetables,0.88,2,5,34.42,24.33,170,75,medium,rainy,1.0,5
201399,Grapes,Fruits,0.52,6,1,132.66,91.57,182,60,medium,summer,18.3,1
201400,Milk,Dairy,0.99,0,6,54.65,35.08,134,48,medium,winter,5.4,6
201401,Chicken Breast,Meat,0.65,4,1,262.94,171.22,71,27,medium,rainy,16.1,1
201402,Potato,Vegetables,0.63,16,5,29.63,18.65,226,72,medium,winter,5.9,5
201403,Cucumber,Vegetables,0.93,0,6,37.39,28.74,251,56,medium,summer,2.8,6
201404,Paneer,Dairy,0.72,3,3,126.52,85.5,64,39,high,winter,2.8,3
201405,Milk,Dairy,0.99,0,5,54.11,32.72,95,35,medium,winter,2.6,5
201406,Cucumber,Vegetables,0.87,1,6,39.3,29.94,281,58,low,rainy,11.2,6
201407,Tomato,Vegetables,0.84,1,6,34.9,27.77,307,67,low,rainy,7.6,6
201408,Cucumber,Vegetables,0.74,1,6,38.55,29.04,182,49,medium,summer,3.0,6
201409,Apple,Fruits,0.79,2,11,148.0,95.05,241,53,low,summer,9.9,11
201410,Tomato,Vegetables,0.91,2,6,32.42,23.91,146,57,medium,winter,0.0,6
201411,Grapes,Fruits,0.82,2,4,123.33,78.78,215,26,low,rainy,24.5,4
201412,Milk,Dairy,0.83,2,3,59.76,45.4,117,50,medium,rainy,8.8,3
201413,Grapes,Fruits,0.7,3,3,135.4,97.94,111,59,high,rainy,7.0,3
201414,Banana,Fruits,0.72,2,3,51.74,32.62,186,54,medium,summer,10.2,3
201415,Paneer,Dairy,0.57,5,2,114.16,68.98,216,71,medium,rainy,21.3,2
201416,Papaya,Fruits,0.99,0,5,84.68,69.4,294,57,low,winter,6.1,5
201417,Milk,Dairy,0.58,5,2,53.75,41.61,237,15,low,rainy,20.8,2
201418,Bun,Bakery,0.97,0,3,30.27,23.82,180,51,medium,rainy,8.2,3
201419,Apple,Fruits,0.66,8,5,147.58,101.22,96,60,high,winter,0.0,5
201420,Tomato,Vegetables,0.59,6,3,37.2,24.9,305,69,medium,summer,12.9,3
201421,Bun,Bakery,0.97,0,3,29.11,19.37,94,57,high,rainy,4.7,3
201422,Tomato,Vegetables,0.93,0,8,36.1,26.74,201,80,medium,summer,0.0,8
201423,Butter,Dairy,0.34,23,6,97.61,63.66,160,29,low,rainy,17.1,6
201424,Banana,Fruits,0.78,3,2,54.98,38.75,281,27,low,rainy,27.0,2
201425,Papaya,Fruits,0.66,3,3,76.56,51.32,273,54,low,summer,17.2,3
201426,Spinach,Vegetables,0.68,3,1,30.0,24.22,158,71,medium,summer,12.9,1
201427,Cake,Bakery,0.84,3,1,267.5,199.85,92,59,high,summer,7.8,1
201428,Minced Meat,Meat,0.96,0,3,320.26,238.72,78,38,medium,winter,5.1,3
201429,Grapes,Fruits,0.87,0,6,134.85,89.72,101,89,high,summer,0.0,6
201430,Yogurt,Dairy,0.92,1,8,66.8,52.73,319,42,low,winter,14.4,8
201431,Fish Fillet,Meat,0.84,3,1,359.39,232.73,86,32,medium,winter,11.5,1
201432,Yogurt,Dairy,0.6,5,2,72.91,44.5,224,52,medium,winter,15.6,2
201433,Cake,Bakery,0.77,4,1,239.61,181.77,244,24,low,summer,25.0,1
201434,Orange,Fruits,0.7,5,5,95.54,62.26,198,28,low,summer,17.3,5
201435,Butter,Dairy,0.32,23,6,93.07,69.31,304,58,low,summer,21.5,6
201436,Cucumber,Vegetables,0.9,1,6,35.77,21.64,300,89,medium,winter,2.3,6
201437,Cucumber,Vegetables,0.74,5,2,36.85,24.96,202,28,low,winter,24.6,2
201438,Spinach,Vegetables,0.84,2,2,27.33,19.67,237,12,low,winter,29.2,2
201439,Orange,Fruits,0.63,9,1,95.35,65.69,176,32,low,winter,20.2,1
201440,Butter,Dairy,0.69,8,22,87.88,59.32,160,42,medium,summer,8.2,22
201441,Cake,Bakery,0.95,0,4,283.44,215.55,185,47,medium,summer,7.2,4
201442,Cheese,Dairy,0.99,0,20,197.5,151.82,278,52,low,rainy,13.5,20
201443,Potato,Vegetables,0.54,15,4,32.12,25.54,106,55,high,rainy,7.8,4
201444,Apple,Fruits,0.84,4,9,134.53,90.57,139,23,low,rainy,12.5,9
201445,Banana,Fruits,0.62,5,1,50.74,30.59,296,42,low,rainy,29.7,1
201446,Banana,Fruits,0.77,3,2,52.92,43.27,190,68,medium,summer,12.0,2
201447,Fish Fillet,Meat,0.7,2,2,373.98,288.39,144,23,low,summer,18.3,2
201448,Minced Meat,Meat,0.74,3,1,298.51,233.5,148,19,low,summer,18.5,1
201449,Papaya,Fruits,0.61,4,2,74.45,53.34,140,57,medium,rainy,17.9,2
201450,Mutton,Meat,0.95,1,6,712.75,528.22,83,36,medium,winter,0.6,6
201451,Fish Fillet,Meat,0.92,0,3,368.98,249.42,76,29,medium,winter,6.0,3
201452,Carrot,Vegetables,0.81,4,9,37.5,26.37,91,38,medium,summer,0.6,9
201453,Yogurt,Dairy,0.49,7,1,70.24,44.39,314,21,low,winter,34.5,1
201454,Carrot,Vegetables,0.72,7,8,40.52,29.61,205,71,medium,summer,4.6,8
201455,Bread,Bakery,0.92,0,3,39.41,24.4,185,33,low,winter,15.6,3
201456,Mutton,Meat,0.89,2,4,703.85,459.96,70,42,high,winter,4.3,4
201457,Sausage,Meat,0.91,1,8,188.25,131.14,165,27,low,rainy,14.4,8
201458,Grapes,Fruits,0.97,0,6,141.67,88.13,265,93,medium,winter,0.4,6
201459,Chicken Breast,Meat,0.85,2,2,249.19,158.78,44,26,high,rainy,9.4,2
201460,Bread,Bakery,0.9,0,4,42.38,31.17,254,46,low,rainy,14.7,4
201461,Cake,Bakery,0.92,0,4,245.67,167.53,183,54,medium,summer,8.9,4
201462,Grapes,Fruits,0.9,1,6,123.6,99.0,290,66,medium,winter,0.1,6
201463,Apple,Fruits,0.51,8,4,140.26,108.42,178,37,low,summer,21.6,4
201464,Sausage,Meat,0.53,8,1,171.68,106.7,74,39,high,summer,12.8,1
201465,Tomato,Vegetables,0.81,2,5,35.91,26.32,222,43,low,rainy,7.0,5
201466,Sausage,Meat,0.84,2,8,190.52,125.89,156,22,low,summer,14.8,8
201467,Chicken Breast,Meat,0.69,4,1,256.74,197.23,105,28,medium,summer,16.7,1
201468,Muffin,Bakery,0.8,3,1,35.19,26.1,190,44,medium,summer,16.8,1
201469,Fish Fillet,Meat,0.87,3,1,355.02,213.52,128,16,low,rainy,24.8,1
201470,Potato,Vegetables,0.91,2,18,32.75,24.7,207,55,medium,rainy,0.0,18
201471,Butter,Dairy,0.54,16,14,97.52,73.13,184,47,medium,summer,8.9,14
201472,Mutton,Meat,0.8,3,4,788.67,495.14,40,35,high,rainy,3.3,4
201473,Cake,Bakery,0.8,3,3,274.83,180.78,236,88,medium,summer,6.4,3
201474,Butter,Dairy,0.61,16,15,97.44,68.32,214,32,low,winter,16.1,15
201475,Muffin,Bakery,0.81,2,2,37.17,29.29,173,21,low,summer,20.1,2
201476,Muffin,Bakery,0.86,3,2,32.22,25.5,134,59,medium,winter,12.2,2
201477,Minced Meat,Meat,0.99,0,4,281.64,190.7,134,43,medium,rainy,6.0,4
201478,Potato,Vegetables,0.6,15,4,34.75,28.49,287,21,low,winter,16.3,4
201479,Spinach,Vegetables,0.9,0,4,28.74,21.11,102,36,medium,summer,7.4,4
201480,Potato,Vegetables,0.56,16,3,34.38,27.42,263,19,low,winter,16.3,3
201481,Bun,Bakery,0.91,1,3,27.99,21.74,181,71,medium,rainy,6.9,3
201482,Tomato,Vegetables,0.91,0,8,38.21,29.47,190,34,low,summer,10.7,8
201483,Potato,Vegetables,0.86,5,16,34.88,21.94,125,42,medium,rainy,1.3,16
201484,Spinach,Vegetables,0.97,0,4,30.39,21.64,282,69,medium,winter,4.1,4
201485,Cucumber,Vegetables,0.84,3,3,36.72,24.26,168,18,low,summer,20.9,3
201486,Banana,Fruits,0.82,1,6,51.23,41.6,72,53,high,rainy,0.0,6
201487,Cucumber,Vegetables,0.77,4,4,35.77,22.68,204,21,low,rainy,19.9,4
201488,Paneer,Dairy,0.72,3,4,111.56,86.06,239,72,medium,rainy,9.1,4
201489,Cake,Bakery,0.97,0,5,280.92,189.96,95,57,high,rainy,0.0,5
201490,Sausage,Meat,0.57,7,2,188.04,123.07,160,10,low,rainy,29.3,2
201491,Grapes,Fruits,0.99,0,7,128.95,89.0,83,41,medium,winter,2.3,7
201492,Sausage,Meat,0.74,6,3,167.69,115.04,55,43,high,winter,9.6,3
201493,Apple,Fruits,0.67,6,6,148.44,99.6,139,73,high,summer,1.2,6
201494,Butter,Dairy,0.6,16,13,103.6,67.92,185,55,medium,rainy,6.1,13
201495,Banana,Fruits,0.83,2,5,54.21,38.79,60,21,medium,rainy,0.6,5
201496,Cake,Bakery,0.92,0,5,252.14,202.45,125,32,medium,summer,2.9,5
201497,Yogurt,Dairy,0.6,4,3,74.06,45.14,263,47,low,summer,22.8,3
201498,Potato,Vegetables,0.76,11,10,30.06,23.08,116,75,high,winter,0.0,10
201499,Yogurt,Dairy,0.42,7,1,72.51,50.43,147,34,medium,summer,23.8,1
201500,Paneer,Dairy,0.62,3,3,117.23,76.86,220,77,medium,summer,15.8,3
