product_id,product_name,product_category,days_since_arrival,storage_type,storage_condition,packaging_type,display_type,is_damaged,weather_condition,product_sensitivity,freshness_score
100912,Grapes,Fruits,7,room_temp,good,open,open_shelf,no,hot,high,0.49
100913,Apple,Fruits,0,room_temp,poor,open,fridge,no,normal,medium,0.69
100914,Potato,Vegetables,7,fridge,good,sealed,fridge,yes,hot,low,0.66
100915,Muffin,Bakery,4,room_temp,poor,open,open_shelf,no,normal,medium,0.66
100916,Apple,Fruits,0,room_temp,good,open,fridge,yes,normal,medium,0.68
100917,Fish Fillet,Meat,6,freezer,good,sealed,open_shelf,no,cold,high,0.5
100918,Mutton,Meat,0,freezer,poor,sealed,open_shelf,no,normal,medium,0.75
100919,Paneer,Dairy,6,fridge,average,sealed,fridge,yes,cold,high,0.33
100920,Milk,Dairy,7,fridge,poor,sealed,fridge,yes,normal,high,0.17
100921,Butter,Dairy,2,fridge,good,sealed,fridge,no,cold,low,0.95
100922,Potato,Vegetables,3,fridge,poor,open,fridge,no,cold,low,0.81
100923,Banana,Fruits,10,room_temp,good,sealed,freezer,no,hot,high,0.1
100924,Sausage,Meat,1,freezer,good,sealed,freezer,no,hot,medium,0.93
100925,Cucumber,Vegetables,4,fridge,good,open,fridge,no,normal,medium,0.85
100926,Grapes,Fruits,7,room_temp,poor,sealed,open_shelf,no,hot,high,0.36
100927,Milk,Dairy,9,fridge,good,sealed,fridge,no,normal,high,0.38
100928,Paneer,Dairy,1,fridge,good,sealed,fridge,no,normal,high,0.98
100929,Muffin,Bakery,1,room_temp,good,open,open_shelf,yes,cold,medium,0.76
100930,Bun,Bakery,0,room_temp,good,open,open_shelf,no,normal,medium,0.96
100931,Cake,Bakery,1,fridge,average,open,fridge,no,normal,medium,0.68
100932,Potato,Vegetables,9,fridge,good,open,fridge,no,cold,low,0.83
100933,Muffin,Bakery,4,room_temp,good,open,open_shelf,yes,cold,medium,0.66
100934,Tomato,Vegetables,1,fridge,good,sealed,fridge,no,cold,medium,0.96
100935,Carrot,Vegetables,5,fridge,good,open,freezer,no,cold,low,0.85
100936,Bun,Bakery,3,room_temp,good,open,open_shelf,no,normal,medium,0.85
100937,Cheese,Dairy,1,fridge,average,sealed,fridge,no,cold,medium,0.89
100938,Yogurt,Dairy,7,fridge,average,sealed,open_shelf,no,hot,high,0.35
100939,Cucumber,Vegetables,1,room_temp,good,open,open_shelf,no,normal,medium,0.71
100940,Cake,Bakery,2,room_temp,good,sealed,open_shelf,no,hot,medium,0.84
100941,Orange,Fruits,11,room_temp,good,sealed,open_shelf,no,cold,medium,0.61
100942,Orange,Fruits,3,room_temp,poor,sealed,open_shelf,no,hot,medium,0.66
100943,Muffin,Bakery,5,room_temp,poor,open,open_shelf,no,normal,medium,0.62
100944,Bread,Bakery,2,room_temp,good,sealed,freezer,no,cold,medium,0.88
100945,Potato,Vegetables,0,room_temp,good,open,freezer,no,normal,low,0.76
100946,Cake,Bakery,5,room_temp,average,open,open_shelf,no,normal,medium,0.74
100947,Grapes,Fruits,6,room_temp,average,open,open_shelf,no,hot,high,0.46
100948,Bun,Bakery,1,room_temp,good,open,fridge,no,normal,medium,0.86
100949,Potato,Vegetables,4,fridge,good,sealed,fridge,no,hot,low,0.89
100950,Sausage,Meat,7,freezer,average,sealed,freezer,yes,normal,medium,0.55
100951,Milk,Dairy,7,fridge,poor,sealed,fridge,yes,normal,high,0.13
100952,Carrot,Vegetables,10,fridge,good,sealed,fridge,no,cold,low,0.84
100953,Potato,Vegetables,5,fridge,poor,open,fridge,no,normal,low,0.7
100954,Potato,Vegetables,11,fridge,good,sealed,open_shelf,no,hot,low,0.7
100955,Cucumber,Vegetables,1,fridge,average,sealed,fridge,yes,normal,medium,0.72
100956,Banana,Fruits,3,room_temp,good,open,open_shelf,no,hot,high,0.67
100957,Cucumber,Vegetables,10,fridge,good,sealed,fridge,no,normal,medium,0.65
100958,Mutton,Meat,6,freezer,average,sealed,freezer,no,normal,medium,0.73
100959,Bread,Bakery,3,fridge,average,open,fridge,no,hot,medium,0.53
100960,Cake,Bakery,4,room_temp,poor,open,open_shelf,no,normal,medium,0.69
100961,Cucumber,Vegetables,0,fridge,good,open,fridge,no,normal,medium,0.91
100962,Chicken Breast,Meat,2,freezer,good,sealed,fridge,yes,normal,high,0.63
100963,Cheese,Dairy,6,fridge,average,sealed,fridge,no,normal,medium,0.74
100964,Butter,Dairy,8,fridge,good,sealed,open_shelf,no,hot,low,0.75
100965,Mutton,Meat,7,freezer,good,sealed,freezer,no,cold,medium,0.73
100966,Grapes,Fruits,9,room_temp,poor,sealed,open_shelf,no,normal,high,0.33
100967,Apple,Fruits,7,room_temp,good,sealed,open_shelf,no,normal,medium,0.78
100968,Bun,Bakery,0,room_temp,average,open,open_shelf,no,hot,medium,0.81
100969,Papaya,Fruits,3,room_temp,good,open,open_shelf,yes,normal,high,0.59
100970,Papaya,Fruits,9,room_temp,average,open,open_shelf,no,normal,high,0.23
100971,Carrot,Vegetables,1,fridge,average,sealed,open_shelf,no,hot,low,0.82
100972,Potato,Vegetables,6,fridge,poor,open,fridge,no,cold,low,0.68
100973,Cake,Bakery,2,room_temp,average,open,open_shelf,no,normal,medium,0.81
100974,Cake,Bakery,4,room_temp,good,open,open_shelf,yes,normal,medium,0.61
100975,Cake,Bakery,0,room_temp,good,open,open_shelf,no,cold,medium,0.98
100976,Minced Meat,Meat,1,freezer,average,sealed,fridge,yes,cold,high,0.62
100977,Croissant,Bakery,1,room_temp,good,sealed,freezer,yes,hot,medium,0.61
100978,Banana,Fruits,2,room_temp,poor,open,open_shelf,no,cold,high,0.67
100979,Papaya,Fruits,6,room_temp,average,sealed,open_shelf,no,normal,high,0.53
100980,Orange,Fruits,9,room_temp,poor,open,freezer,yes,cold,medium,0.15
100981,Milk,Dairy,3,fridge,good,sealed,fridge,yes,hot,high,0.58
100982,Apple,Fruits,9,room_temp,good,open,open_shelf,yes,hot,medium,0.37
100983,Fish Fillet,Meat,7,freezer,good,sealed,freezer,no,cold,high,0.5
100984,Butter,Dairy,5,fridge,good,sealed,fridge,no,cold,low,0.9
100985,Chicken Breast,Meat,4,freezer,good,sealed,open_shelf,yes,hot,high,0.42
100986,Butter,Dairy,0,fridge,poor,sealed,fridge,no,normal,low,0.81
100987,Butter,Dairy,6,fridge,poor,sealed,fridge,no,hot,low,0.69
100988,Yogurt,Dairy,2,fridge,good,sealed,fridge,no,normal,high,0.92
100989,Tomato,Vegetables,7,fridge,good,open,fridge,no,normal,medium,0.71
100990,Apple,Fruits,3,room_temp,poor,sealed,open_shelf,no,cold,medium,0.74
100991,Sausage,Meat,3,freezer,good,sealed,freezer,no,hot,medium,0.83
100992,Orange,Fruits,1,room_temp,poor,open,open_shelf,no,normal,medium,0.74
100993,Banana,Fruits,2,room_temp,good,sealed,open_shelf,no,normal,high,0.91
100994,Bun,Bakery,0,room_temp,average,sealed,open_shelf,no,hot,medium,0.86
100995,Potato,Vegetables,2,fridge,poor,open,fridge,no,normal,low,0.78
100996,Muffin,Bakery,5,room_temp,average,open,open_shelf,no,normal,medium,0.7
100997,Milk,Dairy,9,fridge,average,sealed,fridge,yes,normal,high,0.14
100998,Butter,Dairy,2,fridge,good,sealed,fridge,no,cold,low,0.99
100999,Yogurt,Dairy,3,freezer,good,sealed,open_shelf,no,cold,high,0.64
101000,Spinach,Vegetables,0,fridge,good,open,fridge,no,cold,high,0.97
101001,Tomato,Vegetables,1,fridge,good,open,fridge,no,cold,medium,0.93
101002,Butter,Dairy,8,fridge,good,sealed,fridge,no,normal,low,0.85
101003,Potato,Vegetables,11,fridge,good,sealed,fridge,no,cold,low,0.79
101004,Minced Meat,Meat,5,freezer,average,sealed,fridge,no,hot,high,0.47
101005,Yogurt,Dairy,3,freezer,good,sealed,open_shelf,no,hot,high,0.51
101006,Bread,Bakery,5,room_temp,good,open,open_shelf,no,normal,medium,0.78
101007,Paneer,Dairy,6,fridge,good,sealed,fridge,yes,normal,high,0.46
101008,Cheese,Dairy,8,fridge,poor,sealed,fridge,no,cold,medium,0.59
101009,Sausage,Meat,3,freezer,average,sealed,open_shelf,no,normal,medium,0.71
101010,Potato,Vegetables,10,fridge,good,open,freezer,no,hot,low,0.65
101011,Fish Fillet,Meat,0,freezer,good,sealed,freezer,no,hot,high,0.95
101012,Carrot,Vegetables,5,fridge,good,sealed,fridge,no,hot,low,0.92
101013,Yogurt,Dairy,0,fridge,average,sealed,open_shelf,no,normal,high,0.84
101014,Milk,Dairy,4,fridge,good,sealed,freezer,no,hot,high,0.54
101015,Apple,Fruits,3,room_temp,poor,open,open_shelf,no,normal,medium,0.68
101016,Bread,Bakery,4,room_temp,good,open,open_shelf,no,hot,medium,0.79
101017,Sausage,Meat,3,freezer,average,sealed,freezer,no,cold,medium,0.82
101018,Yogurt,Dairy,0,room_temp,good,sealed,open_shelf,yes,normal,high,0.66
101019,Chicken Breast,Meat,7,freezer,poor,sealed,fridge,no,hot,high,0.3
101020,Orange,Fruits,5,room_temp,poor,open,open_shelf,no,normal,medium,0.63
101021,Mutton,Meat,5,freezer,average,sealed,freezer,no,hot,medium,0.67
101022,Spinach,Vegetables,3,fridge,average,open,fridge,yes,hot,high,0.44
101023,Spinach,Vegetables,7,fridge,good,open,freezer,no,normal,high,0.39
101024,Mutton,Meat,7,freezer,poor,sealed,freezer,no,normal,medium,0.58
101025,Minced Meat,Meat,3,freezer,average,sealed,fridge,yes,normal,high,0.48
101026,Cucumber,Vegetables,7,fridge,good,open,fridge,no,normal,medium,0.69
101027,Mutton,Meat,1,freezer,good,sealed,fridge,no,normal,medium,0.91
101028,Bread,Bakery,1,freezer,good,open,freezer,no,normal,medium,0.7
101029,Bun,Bakery,0,room_temp,average,sealed,freezer,no,hot,medium,0.78
101030,Muffin,Bakery,3,fridge,average,open,fridge,no,hot,medium,0.52
101031,Paneer,Dairy,1,fridge,good,sealed,fridge,no,normal,high,0.88
101032,Bun,Bakery,5,room_temp,good,open,open_shelf,yes,hot,medium,0.57
101033,Sausage,Meat,6,freezer,good,sealed,open_shelf,no,normal,medium,0.73
101034,Papaya,Fruits,10,room_temp,average,open,fridge,no,cold,high,0.1
101035,Yogurt,Dairy,3,fridge,good,sealed,open_shelf,yes,normal,high,0.6
101036,Butter,Dairy,7,fridge,average,sealed,fridge,no,normal,low,0.79
101037,Orange,Fruits,8,room_temp,good,open,open_shelf,no,normal,medium,0.69
101038,Paneer,Dairy,4,room_temp,good,sealed,fridge,no,hot,high,0.53
101039,Tomato,Vegetables,2,fridge,average,sealed,fridge,no,normal,medium,0.84
101040,Grapes,Fruits,0,room_temp,good,open,open_shelf,no,hot,high,0.89
101041,Croissant,Bakery,2,room_temp,average,open,open_shelf,no,hot,medium,0.77
101042,Butter,Dairy,8,freezer,poor,sealed,freezer,no,hot,low,0.45
101043,Sausage,Meat,4,freezer,average,sealed,open_shelf,no,normal,medium,0.69
101044,Orange,Fruits,6,room_temp,poor,sealed,open_shelf,no,cold,medium,0.62
101045,Carrot,Vegetables,5,fridge,poor,sealed,fridge,no,cold,low,0.79
101046,Chicken Breast,Meat,4,freezer,good,sealed,freezer,no,normal,high,0.85
101047,Apple,Fruits,1,room_temp,average,sealed,open_shelf,no,normal,medium,0.92
101048,Milk,Dairy,6,fridge,good,sealed,fridge,no,normal,high,0.53
101049,Minced Meat,Meat,5,freezer,average,sealed,freezer,no,normal,high,0.71
101050,Apple,Fruits,5,room_temp,average,open,fridge,no,cold,medium,0.68
101051,Banana,Fruits,1,room_temp,average,sealed,freezer,no,normal,high,0.76
101052,Potato,Vegetables,1,fridge,good,sealed,fridge,no,normal,low,0.99
101053,Cheese,Dairy,5,fridge,good,sealed,fridge,no,hot,medium,0.78
101054,Butter,Dairy,1,fridge,good,sealed,open_shelf,no,hot,low,0.9
101055,Bun,Bakery,2,room_temp,good,sealed,open_shelf,no,hot,medium,0.89
101056,Cheese,Dairy,7,fridge,good,sealed,open_shelf,no,normal,medium,0.73
101057,Apple,Fruits,7,room_temp,poor,sealed,open_shelf,no,normal,medium,0.58
101058,Carrot,Vegetables,2,fridge,good,open,open_shelf,no,cold,low,0.87
101059,Paneer,Dairy,2,fridge,good,sealed,freezer,no,normal,high,0.79
101060,Banana,Fruits,6,room_temp,poor,open,fridge,no,hot,high,0.23
101061,Minced Meat,Meat,4,freezer,average,sealed,freezer,no,hot,high,0.61
101062,Mutton,Meat,5,freezer,good,sealed,freezer,no,cold,medium,0.8
101063,Croissant,Bakery,3,room_temp,good,open,fridge,no,normal,medium,0.74
101064,Bun,Bakery,4,room_temp,good,open,open_shelf,no,normal,medium,0.82
101065,Paneer,Dairy,5,fridge,good,sealed,fridge,no,normal,high,0.65
101066,Chicken Breast,Meat,4,freezer,average,sealed,freezer,no,normal,high,0.69
101067,Cucumber,Vegetables,8,fridge,good,open,fridge,no,normal,medium,0.72
101068,Grapes,Fruits,0,room_temp,good,open,open_shelf,no,normal,high,0.97
101069,Bun,Bakery,1,freezer,average,open,freezer,yes,cold,medium,0.49
101070,Chicken Breast,Meat,7,freezer,good,sealed,freezer,no,cold,high,0.6
101071,Croissant,Bakery,3,room_temp,good,open,open_shelf,no,normal,medium,0.85
101072,Paneer,Dairy,5,fridge,poor,sealed,open_shelf,no,hot,high,0.4
101073,Yogurt,Dairy,6,fridge,average,sealed,fridge,no,cold,high,0.63
101074,Spinach,Vegetables,1,fridge,good,sealed,fridge,no,normal,high,0.96
101075,Paneer,Dairy,2,fridge,poor,sealed,fridge,no,hot,high,0.6
101076,Spinach,Vegetables,11,fridge,average,sealed,fridge,no,cold,high,0.16
101077,Orange,Fruits,9,room_temp,good,open,open_shelf,no,hot,medium,0.58
101078,Cucumber,Vegetables,8,fridge,good,sealed,fridge,no,cold,medium,0.72
101079,Milk,Dairy,3,fridge,good,sealed,fridge,no,normal,high,0.79
101080,Orange,Fruits,8,room_temp,good,sealed,fridge,no,normal,medium,0.61
101081,Bread,Bakery,5,room_temp,poor,open,open_shelf,no,cold,medium,0.6
101082,Milk,Dairy,3,fridge,good,sealed,fridge,no,cold,high,0.82
101083,Yogurt,Dairy,5,fridge,average,sealed,fridge,no,cold,high,0.64
101084,Papaya,Fruits,2,room_temp,good,open,open_shelf,yes,hot,high,0.61
101085,Cheese,Dairy,2,fridge,good,sealed,fridge,no,hot,medium,0.93
101086,Minced Meat,Meat,6,freezer,good,sealed,open_shelf,no,normal,high,0.59
101087,Papaya,Fruits,7,room_temp,average,open,open_shelf,yes,hot,high,0.14
101088,Papaya,Fruits,10,room_temp,average,open,open_shelf,no,hot,high,0.11
101089,Fish Fillet,Meat,4,freezer,good,sealed,freezer,no,hot,high,0.7
101090,Fish Fillet,Meat,5,freezer,good,sealed,freezer,no,hot,high,0.55
101091,Yogurt,Dairy,2,fridge,good,sealed,open_shelf,no,hot,high,0.72
101092,Bun,Bakery,5,room_temp,good,sealed,open_shelf,no,hot,medium,0.77
101093,Butter,Dairy,6,fridge,good,sealed,fridge,no,normal,low,0.89
101094,Bread,Bakery,4,room_temp,good,open,freezer,no,normal,medium,0.75
101095,Milk,Dairy,4,fridge,good,sealed,fridge,no,hot,high,0.63
101096,Minced Meat,Meat,3,freezer,good,sealed,freezer,no,cold,high,0.86
101097,Cheese,Dairy,5,fridge,good,sealed,fridge,no,cold,medium,0.83
101098,Bun,Bakery,2,room_temp,good,open,open_shelf,no,normal,medium,0.87
101099,Milk,Dairy,0,fridge,poor,sealed,fridge,no,cold,high,0.82
101100,Banana,Fruits,2,room_temp,good,sealed,open_shelf,no,cold,high,0.88
101101,Bun,Bakery,4,room_temp,good,open,open_shelf,no,normal,medium,0.79
101102,Cheese,Dairy,5,fridge,good,sealed,fridge,no,cold,medium,0.8
101103,Chicken Breast,Meat,1,freezer,good,sealed,freezer,no,hot,high,0.86
101104,Yogurt,Dairy,8,fridge,average,sealed,fridge,yes,normal,high,0.3
101105,Cucumber,Vegetables,10,fridge,good,open,fridge,no,hot,medium,0.56
101106,Apple,Fruits,8,room_temp,good,sealed,open_shelf,no,cold,medium,0.76
101107,Mutton,Meat,4,room_temp,good,sealed,fridge,no,hot,medium,0.62
101108,Bread,Bakery,3,room_temp,good,open,open_shelf,no,hot,medium,0.78
101109,Grapes,Fruits,11,room_temp,good,sealed,open_shelf,no,hot,high,0.26
101110,Yogurt,Dairy,7,fridge,good,sealed,fridge,no,hot,high,0.53
101111,Yogurt,Dairy,9,fridge,average,sealed,fridge,no,cold,high,0.43
101112,Minced Meat,Meat,3,freezer,average,sealed,freezer,no,normal,high,0.76
101113,Paneer,Dairy,1,fridge,average,sealed,open_shelf,no,hot,high,0.69
101114,Mutton,Meat,1,freezer,average,sealed,freezer,no,hot,medium,0.78
101115,Cheese,Dairy,8,fridge,good,sealed,fridge,no,normal,medium,0.77
101116,Yogurt,Dairy,0,fridge,good,sealed,fridge,no,hot,high,0.87
101117,Carrot,Vegetables,4,fridge,good,open,fridge,no,normal,low,0.92
101118,Fish Fillet,Meat,2,freezer,good,sealed,open_shelf,yes,normal,high,0.64
101119,Croissant,Bakery,2,room_temp,good,open,open_shelf,no,cold,medium,0.9
101120,Apple,Fruits,7,room_temp,average,open,open_shelf,no,cold,medium,0.65
101121,Spinach,Vegetables,11,fridge,average,open,open_shelf,no,hot,high,0.05
101122,Fish Fillet,Meat,3,freezer,good,sealed,freezer,no,normal,high,0.83
101123,Papaya,Fruits,11,room_temp,average,open,open_shelf,no,hot,high,0.05
101124,Cake,Bakery,1,room_temp,good,open,open_shelf,no,normal,medium,0.91
101125,Milk,Dairy,8,fridge,average,sealed,fridge,no,normal,high,0.36
101126,Bread,Bakery,4,room_temp,good,open,open_shelf,no,hot,medium,0.73
101127,Banana,Fruits,2,room_temp,poor,sealed,fridge,no,normal,high,0.63
101128,Grapes,Fruits,3,room_temp,good,sealed,open_shelf,no,normal,high,0.87
101129,Papaya,Fruits,3,room_temp,average,sealed,open_shelf,no,hot,high,0.66
101130,Bun,Bakery,2,room_temp,good,open,open_shelf,no,cold,medium,0.92
101131,Minced Meat,Meat,3,freezer,good,sealed,freezer,yes,hot,high,0.53
101132,Chicken Breast,Meat,0,freezer,good,sealed,freezer,no,hot,high,0.93
101133,Cucumber,Vegetables,5,fridge,good,open,fridge,no,normal,medium,0.8
101134,Tomato,Vegetables,10,fridge,good,open,fridge,no,normal,medium,0.66
101135,Chicken Breast,Meat,1,freezer,good,sealed,open_shelf,no,normal,high,0.82
101136,Potato,Vegetables,3,fridge,average,open,fridge,no,cold,low,0.82
101137,Croissant,Bakery,4,room_temp,good,open,open_shelf,no,normal,medium,0.77
101138,Bun,Bakery,5,room_temp,poor,open,open_shelf,no,hot,medium,0.58
101139,Potato,Vegetables,10,fridge,good,open,fridge,no,normal,low,0.78
101140,Paneer,Dairy,7,fridge,good,sealed,fridge,no,normal,high,0.51
101141,Grapes,Fruits,9,room_temp,good,open,open_shelf,no,normal,high,0.48
101142,Cheese,Dairy,3,room_temp,good,sealed,freezer,no,normal,medium,0.72
101143,Banana,Fruits,6,room_temp,average,open,fridge,no,hot,high,0.34
101144,Spinach,Vegetables,11,fridge,good,open,fridge,no,normal,high,0.23
101145,Bread,Bakery,0,room_temp,average,open,open_shelf,yes,normal,medium,0.73
101146,Carrot,Vegetables,7,fridge,good,open,open_shelf,no,hot,low,0.73
101147,Mutton,Meat,5,freezer,good,sealed,freezer,no,cold,medium,0.78
101148,Cake,Bakery,5,room_temp,average,open,freezer,no,hot,medium,0.59
101149,Milk,Dairy,4,fridge,good,sealed,fridge,no,hot,high,0.62
101150,Carrot,Vegetables,8,fridge,good,sealed,fridge,no,hot,low,0.79
101151,Paneer,Dairy,3,fridge,good,sealed,fridge,no,hot,high,0.72
101152,Bread,Bakery,5,room_temp,good,sealed,fridge,yes,normal,medium,0.58
101153,Carrot,Vegetables,8,fridge,good,open,fridge,no,hot,low,0.83
101154,Grapes,Fruits,11,room_temp,good,sealed,open_shelf,no,hot,high,0.31
101155,Tomato,Vegetables,2,fridge,poor,open,fridge,no,cold,medium,0.76
101156,Bread,Bakery,4,room_temp,good,open,open_shelf,no,cold,medium,0.82
101157,Spinach,Vegetables,4,fridge,good,open,fridge,no,hot,high,0.59
101158,Muffin,Bakery,4,room_temp,average,open,fridge,yes,normal,medium,0.5
101159,Chicken Breast,Meat,0,freezer,good,sealed,open_shelf,yes,cold,high,0.75
101160,Carrot,Vegetables,0,fridge,good,sealed,open_shelf,no,hot,low,0.92
101161,Cake,Bakery,1,fridge,good,sealed,fridge,no,hot,medium,0.71
101162,Potato,Vegetables,6,fridge,average,open,fridge,no,cold,low,0.85
101163,Muffin,Bakery,3,room_temp,good,open,open_shelf,no,normal,medium,0.85
101164,Croissant,Bakery,0,room_temp,poor,open,open_shelf,no,hot,medium,0.75
101165,Cheese,Dairy,2,fridge,average,sealed,fridge,no,normal,medium,0.86
101166,Tomato,Vegetables,7,fridge,good,open,fridge,yes,hot,medium,0.5
101167,Fish Fillet,Meat,4,freezer,good,sealed,freezer,no,normal,high,0.77
101168,Tomato,Vegetables,2,fridge,good,open,fridge,yes,cold,medium,0.77
101169,Spinach,Vegetables,3,fridge,good,open,fridge,yes,normal,high,0.57
101170,Potato,Vegetables,3,fridge,good,open,fridge,no,cold,low,0.96
101171,Paneer,Dairy,5,fridge,good,sealed,fridge,no,normal,high,0.64
101172,Cucumber,Vegetables,10,room_temp,good,open,freezer,no,hot,medium,0.33
101173,Muffin,Bakery,0,room_temp,good,open,open_shelf,no,normal,medium,0.99
101174,Chicken Breast,Meat,5,freezer,good,sealed,freezer,no,cold,high,0.73
101175,Potato,Vegetables,5,fridge,good,open,fridge,no,cold,low,0.89
101176,Milk,Dairy,5,fridge,average,sealed,fridge,no,hot,high,0.47
101177,Tomato,Vegetables,9,fridge,good,open,open_shelf,no,hot,medium,0.5
101178,Spinach,Vegetables,9,fridge,average,open,fridge,no,normal,high,0.26
101179,Cucumber,Vegetables,0,fridge,good,open,fridge,no,hot,medium,0.86
101180,Cheese,Dairy,2,fridge,good,sealed,fridge,no,normal,medium,0.87
101181,Apple,Fruits,7,room_temp,good,open,open_shelf,no,cold,medium,0.67
101182,Muffin,Bakery,3,freezer,good,open,freezer,no,hot,medium,0.56
101183,Paneer,Dairy,7,fridge,average,sealed,fridge,no,hot,high,0.38
101184,Orange,Fruits,0,room_temp,good,open,open_shelf,no,hot,medium,0.96
101185,Yogurt,Dairy,0,fridge,good,sealed,open_shelf,no,normal,high,0.91
101186,Cucumber,Vegetables,4,fridge,poor,open,open_shelf,no,normal,medium,0.55
101187,Tomato,Vegetables,4,fridge,poor,open,fridge,no,normal,medium,0.66
101188,Paneer,Dairy,5,fridge,good,sealed,fridge,no,hot,high,0.64
101189,Carrot,Vegetables,8,fridge,average,open,fridge,yes,normal,low,0.56
101190,Potato,Vegetables,8,fridge,good,open,freezer,no,normal,low,0.75
101191,Papaya,Fruits,0,room_temp,poor,open,fridge,no,normal,high,0.7
101192,Spinach,Vegetables,6,fridge,good,open,fridge,no,cold,high,0.55
101193,Yogurt,Dairy,6,fridge,good,sealed,fridge,no,cold,high,0.67
101194,Mutton,Meat,2,freezer,average,sealed,freezer,no,normal,medium,0.89
101195,Potato,Vegetables,2,fridge,good,open,open_shelf,no,cold,low,0.91
101196,Croissant,Bakery,4,room_temp,good,sealed,freezer,yes,normal,medium,0.6
101197,Minced Meat,Meat,0,freezer,good,sealed,freezer,no,cold,high,0.99
101198,Bread,Bakery,4,room_temp,good,open,open_shelf,no,normal,medium,0.8
101199,Apple,Fruits,4,room_temp,good,sealed,open_shelf,no,cold,medium,0.9
101200,Grapes,Fruits,0,room_temp,good,sealed,freezer,yes,hot,high,0.62
101201,Cucumber,Vegetables,9,fridge,good,sealed,fridge,no,hot,medium,0.63
101202,Cheese,Dairy,1,fridge,average,sealed,freezer,no,hot,medium,0.74
101203,Cake,Bakery,1,fridge,poor,open,fridge,no,hot,medium,0.49
101204,Croissant,Bakery,3,room_temp,good,open,freezer,yes,hot,medium,0.51
101205,Bun,Bakery,1,room_temp,average,open,open_shelf,no,normal,medium,0.86
101206,Fish Fillet,Meat,7,freezer,good,sealed,open_shelf,no,hot,high,0.32
101207,Chicken Breast,Meat,3,freezer,poor,sealed,freezer,no,normal,high,0.66
101208,Bread,Bakery,2,room_temp,average,open,open_shelf,no,normal,medium,0.84
101209,Carrot,Vegetables,8,fridge,good,sealed,freezer,no,normal,low,0.77
101210,Milk,Dairy,8,fridge,good,sealed,fridge,no,normal,high,0.45
101211,Carrot,Vegetables,9,fridge,good,open,fridge,no,hot,low,0.81
101212,Potato,Vegetables,9,fridge,good,sealed,fridge,yes,normal,low,0.61
101213,Grapes,Fruits,1,room_temp,average,sealed,open_shelf,no,normal,high,0.87
101214,Minced Meat,Meat,5,freezer,average,sealed,open_shelf,no,hot,high,0.48
101215,Butter,Dairy,4,room_temp,good,sealed,open_shelf,no,normal,low,0.7
101216,Muffin,Bakery,0,room_temp,good,sealed,open_shelf,no,normal,medium,0.99
101217,Chicken Breast,Meat,0,freezer,good,sealed,freezer,no,normal,high,0.96
101218,Bread,Bakery,0,room_temp,good,open,open_shelf,no,normal,medium,0.94
101219,Croissant,Bakery,4,room_temp,average,sealed,open_shelf,no,hot,medium,0.75
101220,Milk,Dairy,0,fridge,good,sealed,open_shelf,no,hot,high,0.83
101221,Yogurt,Dairy,8,freezer,average,sealed,freezer,no,cold,high,0.31
101222,Bread,Bakery,3,freezer,good,open,freezer,no,normal,medium,0.69
101223,Muffin,Bakery,4,room_temp,good,open,open_shelf,yes,normal,medium,0.62
101224,Grapes,Fruits,2,room_temp,poor,open,open_shelf,no,hot,high,0.63
101225,Butter,Dairy,6,fridge,poor,sealed,open_shelf,no,normal,low,0.67
101226,Yogurt,Dairy,1,fridge,good,sealed,fridge,no,normal,high,0.95
101227,Paneer,Dairy,2,fridge,average,sealed,fridge,no,normal,high,0.87
101228,Cucumber,Vegetables,8,fridge,good,open,open_shelf,no,hot,medium,0.51
101229,Sausage,Meat,6,freezer,good,sealed,open_shelf,no,normal,medium,0.71
101230,Banana,Fruits,7,room_temp,average,open,freezer,no,hot,high,0.23
101231,Minced Meat,Meat,6,freezer,good,sealed,freezer,no,cold,high,0.64
101232,Butter,Dairy,6,fridge,average,sealed,fridge,no,normal,low,0.82
101233,Milk,Dairy,3,fridge,good,sealed,freezer,no,normal,high,0.73
101234,Banana,Fruits,9,room_temp,good,sealed,open_shelf,no,hot,high,0.29
101235,Spinach,Vegetables,11,fridge,average,open,fridge,no,hot,high,0.05
101236,Banana,Fruits,10,room_temp,poor,sealed,open_shelf,no,normal,high,0.11
101237,Paneer,Dairy,0,fridge,good,sealed,fridge,no,normal,high,0.99
101238,Muffin,Bakery,3,room_temp,poor,open,open_shelf,yes,normal,medium,0.51
101239,Carrot,Vegetables,5,freezer,good,sealed,freezer,no,normal,low,0.76
101240,Potato,Vegetables,1,fridge,average,open,fridge,no,normal,low,0.89
101241,Carrot,Vegetables,4,freezer,poor,sealed,freezer,no,cold,low,0.55
101242,Apple,Fruits,9,room_temp,average,open,open_shelf,no,hot,medium,0.52
101243,Grapes,Fruits,10,room_temp,good,open,open_shelf,no,hot,high,0.28
101244,Cheese,Dairy,5,fridge,average,sealed,fridge,no,normal,medium,0.72
101245,Potato,Vegetables,10,fridge,good,open,freezer,no,normal,low,0.71
101246,Carrot,Vegetables,9,fridge,good,open,fridge,no,hot,low,0.75
101247,Apple,Fruits,4,room_temp,poor,open,open_shelf,no,normal,medium,0.64
101248,Orange,Fruits,11,room_temp,good,open,fridge,no,normal,medium,0.52
101249,Carrot,Vegetables,4,fridge,average,open,fridge,no,cold,low,0.79
101250,Yogurt,Dairy,1,fridge,good,sealed,open_shelf,no,normal,high,0.83
